MoveIt! version 65804
Experiment unfurl
Running on ML003
Starting at 2023-Jun-23 13:47:58.866491
<<<|
|>>>
0 is the random seed
30 seconds per run
-1 MB per run
1.58049 seconds spent to collect the data
0 enum types
4 planners
rrtconnect
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.00725; 0; 0; 0; ML003; 17722; 140548090627840; 0.0074440000000000001; 0; 0.000194; 0; 1; manipulator; 1; RRTConnectkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006721; 0; 0; 0; ML003; 17722; 140548082235136; 1.1448119999999999; 5; 1.138091; 0; 72; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.012043; 0; 0; 0; ML003; 17722; 140548073842432; 1.146906; 5; 1.134863; 0; 70; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007976; 0; 0; 0; ML003; 17722; 140548090627840; 1.1523479999999999; 5; 1.1443719999999999; 0; 74; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008012; 0; 0; 0; ML003; 17722; 140548082235136; 1.152876; 5; 1.1448640000000001; 0; 75; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011434; 0; 0; 0; ML003; 17722; 140548099020544; 1.1533880000000001; 5; 1.1419539999999999; 0; 73; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.009834; 0; 0; 0; ML003; 17722; 140548073842432; 1.1568419999999999; 5; 1.147008; 0; 76; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006809; 0; 0; 0; ML003; 17722; 140548090627840; 1.1592549999999999; 5; 1.1524460000000001; 0; 77; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006734; 0; 0; 0; ML003; 17722; 140548082235136; 1.1596630000000001; 5; 1.1529290000000001; 0; 78; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006897; 0; 0; 0; ML003; 17722; 140548099020544; 1.160358; 5; 1.1534610000000001; 0; 79; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007371; 0; 0; 0; ML003; 17722; 140548073842432; 1.1642710000000001; 5; 1.1569; 0; 80; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006657; 0; 0; 0; ML003; 17722; 140548090627840; 1.165967; 5; 1.1593100000000001; 0; 81; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006971; 0; 0; 0; ML003; 17722; 140548082235136; 1.166704; 5; 1.1597329999999999; 0; 82; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006855; 0; 0; 0; ML003; 17722; 140548099020544; 1.167265; 5; 1.1604099999999999; 0; 83; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006634; 0; 0; 0; ML003; 17722; 140548073842432; 1.1709510000000001; 5; 1.164317; 0; 84; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006496; 0; 0; 0; ML003; 17722; 140548090627840; 1.172525; 5; 1.166029; 0; 85; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006658; 0; 0; 0; ML003; 17722; 140548082235136; 1.173432; 5; 1.166774; 0; 86; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006654; 0; 0; 0; ML003; 17722; 140548099020544; 1.17397; 5; 1.167316; 0; 87; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007051; 0; 0; 0; ML003; 17722; 140548073842432; 1.1780470000000001; 5; 1.1709959999999999; 0; 88; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007167; 0; 0; 0; ML003; 17722; 140548082235136; 1.1806669999999999; 5; 1.1735; 0; 90; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008111; 0; 0; 0; ML003; 17722; 140548090627840; 1.1806909999999999; 5; 1.17258; 0; 89; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006913; 0; 0; 0; ML003; 17722; 140548099020544; 1.1809320000000001; 5; 1.1740189999999999; 0; 91; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007219; 0; 0; 0; ML003; 17722; 140548073842432; 1.1853119999999999; 5; 1.1780930000000001; 0; 92; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006746; 0; 0; 0; ML003; 17722; 140548090627840; 1.1875169999999999; 5; 1.180771; 0; 94; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006681; 0; 0; 0; ML003; 17722; 140548099020544; 1.1876679999999999; 5; 1.180987; 0; 95; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007956; 0; 0; 0; ML003; 17722; 140548082235136; 1.188717; 5; 1.1807609999999999; 0; 93; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006696; 0; 0; 0; ML003; 17722; 140548073842432; 1.1920649999999999; 5; 1.1853689999999999; 0; 96; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006587; 0; 0; 0; ML003; 17722; 140548090627840; 1.1941520000000001; 5; 1.187565; 0; 97; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006678; 0; 0; 0; ML003; 17722; 140548099020544; 1.194399; 5; 1.187721; 0; 98; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006813; 0; 0; 0; ML003; 17722; 140548082235136; 1.1956; 5; 1.188787; 0; 99; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
.
est
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.007408; 0; 0; 0; ML003; 17722; 140548073842432; 1.1995290000000001; 6; 1.192121; 0; 0; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006736; 0; 0; 0; ML003; 17722; 140548090627840; 1.2009320000000001; 6; 1.194196; 0; 1; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006838; 0; 0; 0; ML003; 17722; 140548099020544; 1.2012910000000001; 6; 1.194453; 0; 2; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006738; 0; 0; 0; ML003; 17722; 140548082235136; 1.20241; 6; 1.1956720000000001; 0; 3; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00656; 0; 0; 0; ML003; 17722; 140548073842432; 1.2061360000000001; 6; 1.199576; 0; 4; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006727; 0; 0; 0; ML003; 17722; 140548090627840; 1.2077180000000001; 6; 1.2009909999999999; 0; 5; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006706; 0; 0; 0; ML003; 17722; 140548099020544; 1.208048; 6; 1.2013419999999999; 0; 6; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006947; 0; 0; 0; ML003; 17722; 140548082235136; 1.2094290000000001; 6; 1.2024820000000001; 0; 7; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006969; 0; 0; 0; ML003; 17722; 140548073842432; 1.213149; 6; 1.20618; 0; 8; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007575; 0; 0; 0; ML003; 17722; 140548090627840; 1.2153480000000001; 6; 1.207773; 0; 9; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008397; 0; 0; 0; ML003; 17722; 140548099020544; 1.216502; 6; 1.208105; 0; 10; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007278; 0; 0; 0; ML003; 17722; 140548082235136; 1.2167779999999999; 6; 1.2095; 0; 11; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006743; 0; 0; 0; ML003; 17722; 140548073842432; 1.219948; 6; 1.2132050000000001; 0; 12; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006691; 0; 0; 0; ML003; 17722; 140548090627840; 1.222099; 6; 1.215408; 0; 13; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006845; 0; 0; 0; ML003; 17722; 140548099020544; 1.223401; 6; 1.216556; 0; 14; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007269; 0; 0; 0; ML003; 17722; 140548082235136; 1.2241169999999999; 6; 1.2168479999999999; 0; 15; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006745; 0; 0; 0; ML003; 17722; 140548073842432; 1.2267429999999999; 6; 1.2199979999999999; 0; 16; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006452; 0; 0; 0; ML003; 17722; 140548090627840; 1.22861; 6; 1.2221580000000001; 0; 17; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007228; 0; 0; 0; ML003; 17722; 140548099020544; 1.230685; 6; 1.223457; 0; 18; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006871; 0; 0; 0; ML003; 17722; 140548082235136; 1.2310589999999999; 6; 1.2241880000000001; 0; 19; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006739; 0; 0; 0; ML003; 17722; 140548073842432; 1.2335400000000001; 6; 1.226801; 0; 20; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006666; 0; 0; 0; ML003; 17722; 140548090627840; 1.2353259999999999; 6; 1.2286600000000001; 0; 21; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006631; 0; 0; 0; ML003; 17722; 140548099020544; 1.237363; 6; 1.2307319999999999; 0; 22; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006943; 0; 0; 0; ML003; 17722; 140548082235136; 1.2380720000000001; 6; 1.2311289999999999; 0; 23; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00675; 0; 0; 0; ML003; 17722; 140548073842432; 1.2403470000000001; 6; 1.2335970000000001; 0; 24; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006983; 0; 0; 0; ML003; 17722; 140548090627840; 1.2423599999999999; 6; 1.2353769999999999; 0; 25; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007098; 0; 0; 0; ML003; 17722; 140548099020544; 1.2445059999999999; 6; 1.2374080000000001; 0; 26; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006707; 0; 0; 0; ML003; 17722; 140548082235136; 1.24485; 6; 1.238143; 0; 27; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.0079; 0; 0; 0; ML003; 17722; 140548073842432; 1.2483029999999999; 6; 1.2404029999999999; 0; 28; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007454; 0; 0; 0; ML003; 17722; 140548090627840; 1.2498990000000001; 6; 1.242445; 0; 29; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007637; 0; 0; 0; ML003; 17722; 140548082235136; 1.2525390000000001; 6; 1.244902; 0; 31; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008296; 0; 0; 0; ML003; 17722; 140548099020544; 1.2528809999999999; 6; 1.2445850000000001; 0; 30; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006759; 0; 0; 0; ML003; 17722; 140548073842432; 1.2551319999999999; 6; 1.248373; 0; 32; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006759; 0; 0; 0; ML003; 17722; 140548090627840; 1.256723; 6; 1.2499640000000001; 0; 33; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006823; 0; 0; 0; ML003; 17722; 140548082235136; 1.2594240000000001; 6; 1.2526010000000001; 0; 34; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006864; 0; 0; 0; ML003; 17722; 140548099020544; 1.259816; 6; 1.2529520000000001; 0; 35; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006846; 0; 0; 0; ML003; 17722; 140548073842432; 1.2620389999999999; 6; 1.255193; 0; 36; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007307; 0; 0; 0; ML003; 17722; 140548090627840; 1.264078; 6; 1.2567710000000001; 0; 37; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007148; 0; 0; 0; ML003; 17722; 140548082235136; 1.266624; 6; 1.259476; 0; 38; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006824; 0; 0; 0; ML003; 17722; 140548099020544; 1.2667120000000001; 6; 1.2598879999999999; 0; 39; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006534; 0; 0; 0; ML003; 17722; 140548073842432; 1.268629; 6; 1.262095; 0; 40; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006751; 0; 0; 0; ML003; 17722; 140548090627840; 1.2708759999999999; 6; 1.2641249999999999; 0; 41; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006618; 0; 0; 0; ML003; 17722; 140548082235136; 1.273306; 6; 1.266688; 0; 42; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007082; 0; 0; 0; ML003; 17722; 140548099020544; 1.2739050000000001; 6; 1.266823; 0; 43; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007616; 0; 0; 0; ML003; 17722; 140548073842432; 1.2763009999999999; 6; 1.2686850000000001; 0; 44; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007068; 0; 0; 0; ML003; 17722; 140548090627840; 1.2779910000000001; 6; 1.270923; 0; 45; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006882; 0; 0; 0; ML003; 17722; 140548082235136; 1.2802389999999999; 6; 1.2733570000000001; 0; 46; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007446; 0; 0; 0; ML003; 17722; 140548099020544; 1.2814209999999999; 6; 1.2739750000000001; 0; 47; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006659; 0; 0; 0; ML003; 17722; 140548073842432; 1.2830090000000001; 6; 1.2763500000000001; 0; 48; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007856; 0; 0; 0; ML003; 17722; 140548090627840; 1.2859039999999999; 6; 1.2780480000000001; 0; 49; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007042; 0; 0; 0; ML003; 17722; 140548082235136; 1.287336; 6; 1.280294; 0; 50; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006773; 0; 0; 0; ML003; 17722; 140548099020544; 1.288273; 6; 1.2815000000000001; 0; 51; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.0065; 0; 0; 0; ML003; 17722; 140548073842432; 1.2895570000000001; 6; 1.2830569999999999; 0; 52; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006805; 0; 0; 0; ML003; 17722; 140548090627840; 1.2927850000000001; 6; 1.2859799999999999; 0; 53; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006838; 0; 0; 0; ML003; 17722; 140548082235136; 1.2942260000000001; 6; 1.287388; 0; 54; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00679; 0; 0; 0; ML003; 17722; 140548099020544; 1.29512; 6; 1.28833; 0; 55; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006574; 0; 0; 0; ML003; 17722; 140548073842432; 1.296176; 6; 1.2896019999999999; 0; 56; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00757; 0; 0; 0; ML003; 17722; 140548090627840; 1.3004279999999999; 6; 1.2928580000000001; 0; 57; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006832; 0; 0; 0; ML003; 17722; 140548082235136; 1.30111; 6; 1.294278; 0; 58; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007046; 0; 0; 0; ML003; 17722; 140548099020544; 1.302222; 6; 1.2951760000000001; 0; 59; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00672; 0; 0; 0; ML003; 17722; 140548073842432; 1.3029539999999999; 6; 1.2962340000000001; 0; 60; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006726; 0; 0; 0; ML003; 17722; 140548090627840; 1.3072029999999999; 6; 1.3004770000000001; 0; 61; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007036; 0; 0; 0; ML003; 17722; 140548082235136; 1.308198; 6; 1.3011619999999999; 0; 62; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007023; 0; 0; 0; ML003; 17722; 140548099020544; 1.309315; 6; 1.302292; 0; 63; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007841; 0; 0; 0; ML003; 17722; 140548073842432; 1.310851; 6; 1.30301; 0; 64; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007382; 0; 0; 0; ML003; 17722; 140548090627840; 1.314635; 6; 1.307253; 0; 65; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006654; 0; 0; 0; ML003; 17722; 140548082235136; 1.314905; 6; 1.3082510000000001; 0; 66; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007908; 0; 0; 0; ML003; 17722; 140548099020544; 1.3172950000000001; 6; 1.3093870000000001; 0; 67; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007312; 0; 0; 0; ML003; 17722; 140548073842432; 1.3182229999999999; 6; 1.3109109999999999; 0; 68; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006838; 0; 0; 0; ML003; 17722; 140548090627840; 1.321529; 6; 1.3146910000000001; 0; 69; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006839; 0; 0; 0; ML003; 17722; 140548082235136; 1.3217890000000001; 6; 1.3149500000000001; 0; 70; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007133; 0; 0; 0; ML003; 17722; 140548099020544; 1.3245039999999999; 6; 1.3173710000000001; 0; 71; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006741; 0; 0; 0; ML003; 17722; 140548073842432; 1.3250230000000001; 6; 1.318282; 0; 72; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006409; 0; 0; 0; ML003; 17722; 140548082235136; 1.3282480000000001; 6; 1.321839; 0; 74; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006788; 0; 0; 0; ML003; 17722; 140548090627840; 1.328373; 6; 1.321585; 0; 73; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006917; 0; 0; 0; ML003; 17722; 140548099020544; 1.331494; 6; 1.3245769999999999; 0; 75; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00689; 0; 0; 0; ML003; 17722; 140548073842432; 1.3319700000000001; 6; 1.32508; 0; 76; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006625; 0; 0; 0; ML003; 17722; 140548082235136; 1.334916; 6; 1.3282910000000001; 0; 77; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006997; 0; 0; 0; ML003; 17722; 140548090627840; 1.335423; 6; 1.3284260000000001; 0; 78; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007065; 0; 0; 0; ML003; 17722; 140548099020544; 1.3386309999999999; 6; 1.331566; 0; 79; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007821; 0; 0; 0; ML003; 17722; 140548073842432; 1.339847; 6; 1.3320259999999999; 0; 80; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006681; 0; 0; 0; ML003; 17722; 140548082235136; 1.3416440000000001; 6; 1.3349629999999999; 0; 81; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006941; 0; 0; 0; ML003; 17722; 140548090627840; 1.342417; 6; 1.3354760000000001; 0; 82; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006647; 0; 0; 0; ML003; 17722; 140548099020544; 1.3453299999999999; 6; 1.3386830000000001; 0; 83; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008058; 0; 0; 0; ML003; 17722; 140548073842432; 1.347977; 6; 1.3399190000000001; 0; 84; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007295; 0; 0; 0; ML003; 17722; 140548082235136; 1.3489910000000001; 6; 1.341696; 0; 85; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007737; 0; 0; 0; ML003; 17722; 140548090627840; 1.3502240000000001; 6; 1.342487; 0; 86; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
